Id;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;Average
30;2;31.47376913;29.90113615;5.383899682;4.221393705;5.210018056;5.306886027;3.617420777;5.383899682;19.13224118;18.20281006;19.61282718;27.53042187;32.29;18.20281006;26.32243997;16.13445417
31;0;17.55622009;19.71658724;4.515922311;5.600340704;5.444187079;6.800783239;4.056569351;4.515922311;37.21985454;25.44138669;33.67416582;23.60486795;24.79525432;25.44138669;21.83847183;18.33624724
32;1;34.6627515;28.75138346;5.234844398;4.18575688;5.362014486;5.168659295;3.886462001;5.234844398;17.68424078;10.79823473;23.9633738;19.56728455;23.75437702;10.79823473;20.87005533;14.7626069
33;1;14.25029504;36.30993781;5.382169494;5.367675975;5.313148366;6.597730789;4.898545292;5.382169494;34.49925344;20.4444409;12.85398543;24.35625933;26.22207795;20.4444409;26.3250111;16.78613157
34;1;20.96507931;41.88870189;4.773965991;5.521100624;6.10779796;6.118118053;3.785685368;4.773965991;28.40057038;13.46863099;11.98949482;26.17271551;24.46232989;13.46863099;26.39679785;17.34812801
35;2;27.43494418;20.97882321;5.076388114;4.642867412;5.085362758;5.924448128;4.259504062;5.076388114;26.06828749;22.40803269;29.81342223;30.81350212;18.36015144;22.40803269;26.98266791;14.66150116
36;1;28.18129813;27.25672322;5.642490838;4.077102843;4.507906687;5.629305447;5.201316272;5.642490838;22.65828168;25.5448077;17.49967186;30.80440575;21.40054556;25.5448077;19.82859115;16.57647609
37;0;28.64062065;19.95897234;6.035717707;3.454187134;4.130073972;5.391732843;4.668099216;6.035717707;20.03998492;33.88605966;22.51779295;25.56509688;31.10809179;33.88605966;32.16651745;15.88623904
38;0;30.07377942;23.04765471;5.806744931;3.880773276;5.449656044;5.026305366;4.462253349;5.806744931;16.23294751;22.35939531;28.50822428;27.80462322;19.02344168;22.35939531;18.30509241;17.02218817
39;2;24.21614739;22.15337614;4.899284407;4.933427791;4.640593929;6.415572224;3.936572288;4.899284407;32.12876883;23.20392038;26.21299639;27.38644645;24.56914326;23.20392038;22.74466093;16.62798305
40;2;20.95273955;30.57238989;5.442917115;4.925813121;5.678326878;5.93828943;4.202716642;5.442917115;26.23248323;20.54777334;21.65748328;34.75114716;24.25396755;20.54777334;32.49419315;18.49898166
41;0;29.06412225;21.56589781;6.063186624;3.475875664;4.265610914;5.364801585;4.484943376;6.063186624;19.75029791;27.72168788;22.85175194;19.88288272;32.1393296;27.72168788;17.50019578;15.87646878
42;2;19.99364225;35.2931468;4.409115471;5.705394883;6.040997554;6.394687101;3.172487711;4.409115471;31.86122499;18.16746886;18.95090226;27.69825184;23.72349071;18.16746886;20.10890093;17.03627435
43;0;25.78866434;13.57687655;5.589534146;4.155086482;4.477837539;5.915651883;4.636625912;5.589534146;25.96413907;31.65351737;33.55413379;19.51435168;14.53148356;31.65351737;30.1287201;17.57606205
44;0;32.86509805;18.19266018;5.353030464;3.896726855;5.913630415;4.44173617;4.484434324;5.353030464;10.69822207;47.45471331;29.7447772;26.40627515;28.8161588;47.45471331;26.5933619;16.52769724
45;0;29.51086214;22.76532673;6.09232777;3.468767002;4.99844007;4.92608031;4.681016231;6.09232777;15.23546909;31.21739317;23.64073811;24.78252956;26.62277;31.21739317;36.70999095;16.27308638
46;2;25.25175836;38.91353225;5.126365659;5.02270767;6.277223615;5.439781102;4.547564605;5.126365659;20.56042031;17.44868916;15.14098984;20.65485268;27.51515905;17.44868916;20.78252889;17.1153116
47;0;28.11282019;29.99420716;4.653342211;4.943343281;5.57801852;5.71149422;5.300898086;4.653342211;23.59036809;29.23206922;18.77814392;24.50478756;27.0549545;29.23206922;25.87387836;19.84457124
48;0;26.27862143;21.34948595;4.120616986;5.267471654;5.849379717;5.931258419;4.21365512;4.120616986;26.1490283;40.12641574;28.65080317;28.16792518;23.03379174;40.12641574;24.57842899;18.13076214
49;1;30.88774087;29.41752687;5.068069402;4.342808209;3.933492315;5.947102619;3.753168877;5.068069402;26.33723143;23.97084057;12.67001184;25.00010947;19.72692303;23.97084057;19.66431553;15.6837752
50;1;27.26724321;24.03507138;6.401679492;3.268530753;4.6377832;5.065160906;4.070221915;6.401679492;16.62505687;29.5398819;20.78047278;32.3339534;23.24318902;29.5398819;17.98707151;17.81424912
51;2;28.58152284;29.76865364;5.85854034;4.078390391;5.625708299;5.086370613;3.96764828;5.85854034;16.84036789;15.49816673;22.99498254;23.34321789;23.68353751;15.49816673;28.27562129;19.19759434
52;0;21.4590575;29.13662512;4.378598238;5.482573215;6.072743934;6.053943593;4.649630418;4.378598238;27.61943489;38.6559081;20.72087426;23.49182723;30.36653415;38.6559081;27.24822511;15.9838834
53;1;30.63812158;24.3642955;5.960196644;3.919051907;6.023146918;4.808880186;3.320678369;5.960196644;14.09453051;5.927938847;35.09963275;27.35696497;23.67228154;5.927938847;28.14400497;16.74645852
54;2;17.494329;32.09256544;6.099307336;4.561005205;5.257429686;5.934916223;1.591443783;6.099307336;26.19243245;22.75420596;16.66134924;28.57738492;23.79970896;22.75420596;24.8987597;15.66396235
55;0;31.64266386;3.616335331;4.988365699;4.132642805;4.011958977;6.049755672;3.902818062;4.988365699;27.56874556;30.14188403;44.64044297;20.90064154;23.445065;30.14188403;24.24845003;19.22469881
56;0;29.29117963;10.95526631;5.513508246;3.833013455;3.76179389;5.872252481;4.979175977;5.513508246;25.45255107;35.34301818;32.48792035;24.37762862;30.93923063;35.34301818;19.70159389;15.01452401
57;2;18.73062966;31.99488846;4.745813566;5.525505566;5.782416636;6.422923652;4.299101516;4.745813566;32.22315011;21.70133576;20.58325709;29.3210012;16.58468414;21.70133576;23.56488838;16.31789008
58;0;27.53465804;24.58816582;4.803227401;4.808399527;5.303060292;5.822595057;4.051222558;4.803227401;24.87181507;31.0317615;23.72404588;27.17793414;9.302975431;31.0317615;29.1779094;17.62800128
59;2;23.21794447;36.77941602;5.387361636;4.963703096;6.180237754;5.578106488;4.561693825;5.387361636;22.08447386;14.14613618;18.40320362;17.32172221;27.14250494;14.14613618;21.33430631;18.22431061
60;0;25.65826619;26.18407294;4.421381996;5.240153695;6.256108171;5.661526045;4.538536695;4.421381996;23.02207903;35.70097792;26.20115088;22.74447664;30.03609199;35.70097792;20.39524592;16.52844967
61;0;27.62877098;30.33477618;3.604025859;5.687679161;6.334929583;6.068253655;4.738710533;3.604025859;27.79290429;16.39340714;27.33089578;25.47095555;21.61106235;16.39340714;18.04978174;17.20218393
62;0;31.99580436;19.37982391;5.413456331;4.034058297;6.132311536;4.518313648;3.829768042;5.413456331;11.3843601;37.98261842;32.52754507;34.72423624;18.94358743;37.98261842;23.72361244;15.10895388
63;0;31.06246487;17.80586097;6.073209909;3.357427275;5.243330139;4.742452982;3.828431711;6.073209909;13.46006216;29.94487545;31.63256966;22.96784558;31.55177103;29.94487545;19.20349906;18.41216187
64;0;26.90032094;8.781598597;6.1077164;3.397927696;3.619878205;5.792499039;4.361418087;6.1077164;24.52224699;31.91938949;35.78191493;19.64358912;30.4945539;31.91938949;21.3533233;16.06957239
65;1;33.24627473;29.18894969;5.028944295;4.33709056;4.829347715;5.542136498;4.164925404;5.028944295;21.68447884;18.13081603;18.5784655;30.75623867;18.30916365;18.13081603;32.28284121;18.53237137
66;2;21.31672451;35.55492212;6.108368241;4.367948032;5.276667683;5.668017989;4.151256143;6.108368241;23.09562979;15.67509643;14.05144614;21.45057159;19.79483002;15.67509643;20.19254103;17.12612574
67;1;35.1050566;36.14172795;4.963271893;4.411657928;5.739189219;4.927426559;4.35557638;4.963271893;15.24873436;17.39790036;14.53216402;21.27313645;30.80003222;17.39790036;32.80517177;17.38023217
68;2;20.36548792;33.59178057;5.425551215;4.984321876;5.575462344;6.019632717;5.241446014;5.425551215;27.20517992;20.17542433;17.31305845;14.74730619;28.77196038;20.17542433;24.56230885;16.61596221
69;2;9.088854013;29.16606701;3.214867702;6.69832917;5.805838066;7.726366839;4.480381949;3.214867702;50.6659464;17.44631792;27.18969533;35.4543376;23.77827216;17.44631792;22.49681874;14.56583229
70;0;28.32105455;14.88034043;5.566248134;3.9902906;4.278675361;5.803558752;4.691672493;5.566248134;24.65049606;29.63967084;31.34001198;26.90706002;23.80428079;29.63967084;28.71395324;16.67081453
71;2;13.98217351;20.17502777;6.715099678;3.939716745;4.297989571;6.125221709;5.000379313;6.715099678;28.48754285;31.18180549;24.89284638;29.13540759;16.4878737;31.18180549;23.1221808;15.97199309
72;0;23.79756552;24.36163903;4.734378949;5.128084873;5.617579885;6.05883801;5.522117145;4.734378949;27.6787199;29.52175898;26.647933;22.71059914;18.08176251;29.52175898;29.0828536;17.5915519
73;1;27.21318036;29.18391451;6.077945605;3.849795423;5.352838003;5.053219765;3.270341951;6.077945605;16.50423187;23.69592344;19.72014537;21.33236999;35.58032681;23.69592344;21.8729944;17.85288215
74;2;21.96804385;37.29918542;4.697985457;5.492724771;6.256105257;6.03031317;2.078961093;4.697985457;27.3338788;14.69911761;18.45786736;29.81618868;32.42540243;14.69911761;31.10695211;16.76267802
75;2;16.33982423;23.41603789;5.151018311;5.295922723;5.534198383;6.476203487;3.954436082;5.151018311;32.91041347;28.91051438;28.16000609;29.07492204;31.33132377;28.91051438;25.77162152;17.54666456
76;0;36.94303753;28.56743831;5.861883675;3.160792671;5.071125287;4.308503508;4.1261066;5.861883675;9.532404348;26.87496247;17.17444394;30.62857387;32.00171254;26.87496247;24.66767585;16.56540644
77;0;12.69547843;32.86630864;5.474673292;5.394515518;5.425784618;6.663769885;4.082323904;5.474673292;35.37503095;19.26483447;18.43452021;23.95483485;29.90543971;19.26483447;31.77372845;17.13732194
78;2;26.4020236;15.09995045;4.724995941;4.814875947;4.307389869;6.455163344;5.188790391;4.724995941;32.63833566;26.64903525;32.65703591;20.0443748;32.16875296;26.64903525;28.98626266;18.425865
79;2;10.62024156;27.18822493;3.012860151;6.616736193;5.375162877;7.775787775;4.381319692;3.012860151;51.4320774;23.29529298;25.39133271;27.45848568;23.79452547;23.29529298;31.68265582;17.44370045
80;2;25.88413564;42.82540237;5.005765848;5.135368001;6.53192244;5.31888298;3.242594052;5.005765848;19.25971803;14.89594644;12.49762545;17.55860906;24.75940131;14.89594644;32.77205773;17.07005005
81;2;13.34290084;28.75844341;4.688558312;5.834206496;5.469896148;7.045991079;4.348850898;4.688558312;40.61519216;17.10916195;24.96484356;23.90583123;32.97762788;17.10916195;19.88358007;18.10073453
82;2;16.77685667;20.06053591;5.019538272;5.283100207;5.173235155;6.63652031;3.942347092;5.019538272;35.01260369;31.81797656;29.66143239;29.69027492;20.12718899;31.81797656;32.90868379;18.28885709
83;2;22.3707895;30.46517161;6.234253111;4.078268917;5.072879662;5.564515024;4.789962588;6.234253111;21.93302933;19.30996686;18.30535852;17.98870216;18.94929676;19.30996686;30.49062038;15.70594278
84;0;23.75959898;25.9704737;4.851386234;4.999097494;5.441616539;5.96432141;4.276594566;4.851386234;26.54233175;36.33880449;21.41168978;31.61862544;23.4293054;36.33880449;23.31254021;16.71618695
85;2;15.3989705;27.4978843;5.223249875;5.392076464;5.485050336;6.634168756;1.972751365;5.223249875;34.98139696;18.07301936;25.96656437;28.7904919;23.19395688;18.07301936;24.55711916;18.59652059
86;0;25.76651898;5.430206185;5.50658682;4.154371;4.939246597;5.753698881;4.728712549;5.50658682;24.07425268;39.92626982;43.88585205;18.60467133;25.93515159;39.92626982;27.497926;15.40646896
87;0;18.50105879;22.45361445;4.613159745;5.57534564;6.067471726;6.426344718;3.799358929;4.613159745;32.2671083;24.51657154;33.94846448;25.18093574;18.54293144;24.51657154;25.15583911;18.60710511
88;1;17.39785321;40.98760908;6.213326175;4.492637132;5.363186354;5.664008224;3.453297635;6.213326175;23.05019104;27.69256393;4.08734728;27.92646179;27.9843668;27.69256393;21.22740898;16.43086463
89;1;28.15369305;26.50414199;5.800558881;4.047424536;5.329018872;5.238952562;4.038102358;5.800558881;18.41582582;22.22635144;23.57572929;26.98262791;23.49315583;22.22635144;22.71072004;18.77575474
90;2;21.99165879;36.508726;5.065881423;5.256864407;6.309563541;5.783186326;2.962644266;5.065881423;24.41444595;16.43397707;19.14434013;34.33306764;25.02647773;16.43397707;31.31482561;17.07852906
91;1;16.30453154;18.96123903;5.549859558;4.952041709;4.576360918;6.728559511;4.218510881;5.549859558;36.24271496;21.85511651;30.98303906;27.51307393;19.16147431;21.85511651;27.42872985;16.62974318
92;1;36.49104061;33.49143904;5.284587454;3.9183023;4.752336672;5.100730618;4.808954003;5.284587454;16.98665471;16.00623484;12.81763088;32.90948183;21.27649821;16.00623484;30.09826561;16.30288086
93;1;27.03667857;34.71673447;6.328859909;3.977019396;7.04672415;3.872628197;4.991683912;6.328859909;5.966451026;14.22315964;26.10571021;20.48628914;25.06383358;14.22315964;24.49296599;17.06970116
94;0;29.68264659;10.50449405;4.736975641;4.62391522;4.734111576;6.129795663;4.532267818;4.736975641;28.54359674;23.78976058;41.16986596;25.84120888;25.91397703;23.78976058;21.5604442;16.79201519
95;1;16.28977116;32.64166517;5.79993726;5.065892916;6.223174118;5.926535206;4.211818446;5.79993726;26.09302142;13.79736893;24.66775661;25.85937067;24.50340958;13.79736893;25.87351245;16.34886527
96;2;14.71513975;27.47275061;3.985282289;6.0442254;5.256816387;7.239283746;4.75345137;3.985282289;43.37643103;23.73045452;23.54621039;23.98768033;25.32509094;23.73045452;20.00990787;14.99071718
97;2;23.89474746;13.50520698;4.817241688;4.853766727;4.016399968;6.648639115;4.275029381;4.817241688;35.17360395;30.37510966;32.55520158;25.89679922;23.50877089;30.37510966;23.28795319;17.35265308
98;1;17.00786199;40.49893822;5.291156178;5.343499505;5.7118145;6.270959476;4.524808579;5.291156178;30.29413462;18.48301308;10.02705806;26.28890441;27.58376086;18.48301308;22.8367418;15.77003601
99;2;18.0074503;28.13761315;4.316089453;5.815362935;6.163137461;6.548809016;3.045673622;4.316089453;33.8561014;21.58331916;28.21297037;32.01690041;27.32314335;21.58331916;29.39526388;17.14389743
100;1;34.10901698;31.30707858;5.108620464;4.291356712;5.207277414;5.276711139;4.22634175;5.108620464;18.81288232;15.27722631;18.52724056;22.52994335;29.72923628;15.27722631;24.92449646;17.86672141
101;1;35.58852307;29.39060279;6.045038823;3.584468252;6.61503097;3.766907062;4.114569516;6.045038823;5.158790682;2.487736649;32.91978803;26.57595046;32.25145728;2.487736649;27.49124058;16.2624547
102;2;22.42775595;36.12811157;3.405254999;6.018143796;6.214452214;6.464230795;4.891142372;3.405254999;32.75548164;23.15025934;17.50865572;26.61358386;31.43349311;23.15025934;23.20397941;18.02141621
103;1;21.14589165;19.49123433;6.700325215;3.486578678;4.979684341;5.35528874;3.78471813;6.700325215;19.64831936;25.84798766;29.96727328;24.51475193;28.22289756;25.84798766;26.80542519;15.98088501
104;1;31.18800193;32.8449858;5.113573849;4.332998034;4.440047986;5.657132915;4.676774286;5.113573849;22.97235469;26.59995795;9.52693968;31.47904423;20.64139091;26.59995795;21.66401764;14.96819198
105;0;22.12123491;21.05024328;4.089436493;5.647029337;6.201839662;6.318554854;4.50491189;4.089436493;30.89333731;25.86757796;36.03703966;23.71244753;27.84465984;25.86757796;26.42333564;17.78467061
106;2;18.95924996;34.12960989;4.998486087;5.421097496;5.981160131;6.231980778;4.072468701;4.998486087;29.80678629;17.30634823;20.23134366;23.62286221;23.20801688;17.30634823;18.48502018;16.83324593
107;0;21.57508856;24.19317317;4.620864617;5.337924845;5.826109879;6.184676299;4.458494333;4.620864617;29.21942279;31.10099382;27.87274846;23.81300909;19.314719;31.10099382;25.84181139;16.85671678
108;0;36.014219;24.49520935;6.160416658;2.782232667;4.739760578;4.398146393;3.566701138;6.160416658;10.31289356;25.02595;21.31771039;18.98914519;30.81982439;25.02595;12.95027871;18.04457752
109;1;18.09438813;28.41732719;6.458201748;4.239072001;5.893752518;5.388631223;4.618098173;6.458201748;20.00654833;21.24075547;25.30671778;26.88414933;24.66270697;21.24075547;24.66216161;15.65061765
110;0;30.95042363;16.01146075;5.695180426;3.680347958;3.983260027;5.663991442;3.273362859;5.695180426;23.05000093;24.058402;30.00916817;23.22847358;28.69596912;24.058402;33.82960123;17.67205965
111;1;28.91647769;38.90444778;5.328475314;4.485056226;5.333785416;5.359204558;4.412513997;5.328475314;19.69027536;22.81671623;7.420490408;26.32873782;30.64047351;22.81671623;21.1637336;15.51725698
112;0;32.12984336;19.74913778;5.568217575;3.879955596;5.624909232;4.814543589;4.159605754;5.568217575;14.14903184;30.18325588;31.29967928;30.43665759;20.64799376;30.18325588;19.07099189;16.23809785
113;2;21.76383818;37.0771551;3.858313854;5.916408058;6.525790605;6.221743617;4.380008363;3.858313854;29.67929551;20.9227208;18.92354545;16.38499155;22.42113819;20.9227208;24.51254881;17.45888164
114;1;28.56695634;27.84282183;5.415974449;4.343966683;4.991989729;5.619820204;3.968464653;5.415974449;22.55158099;20.86949795;20.60458524;29.16342727;18.56103343;20.86949795;17.04911244;16.59637196
115;1;10.81424377;40.19402068;5.242776389;5.748717512;5.931985228;6.694439403;3.64719778;5.242776389;35.7847208;17.21740519;12.76913916;26.17665192;25.24533319;17.21740519;15.58607566;17.16435311
116;2;18.85257582;36.71997257;5.034281959;5.462275678;6.153765605;6.174488929;3.762418244;5.034281959;29.0935154;13.39646526;19.13377119;30.66887972;20.45414601;13.39646526;24.61914512;16.22456885
117;2;20.87524427;21.34113201;2.856002074;6.110150068;5.288697667;7.165929407;4.853429649;2.856002074;42.31974614;27.42993232;30.27374893;25.43449195;23.52236309;27.42993232;25.16032843;15.72231357
118;2;6.179461103;22.66316575;4.360898249;6.22393026;5.447263962;7.494369638;4.694986943;4.360898249;47.13477814;36.33259269;27.69394774;24.26775744;28.44907692;36.33259269;23.31273269;15.56752588
119;1;14.0877241;28.65501596;6.376260053;4.522539611;5.469648102;5.935917562;4.608539745;6.376260053;26.20431918;24.93886437;21.82753766;20.93552127;30.11310145;24.93886437;19.32776679;15.86376325
120;0;19.2935139;22.56596787;5.026624883;5.144570157;5.438116078;6.274552692;4.183202548;5.026624883;30.33921336;35.32032737;26.51064126;26.92959567;21.28903836;35.32032737;24.74467291;18.19447536
121;2;20.50388639;23.99930624;5.374525547;4.892189864;5.339379652;6.141696401;5.306818338;5.374525547;28.68963656;25.85302591;26.74001996;26.32679626;25.31165118;25.85302591;29.53706203;18.9965635
122;2;13.04662624;24.86073433;4.810859561;5.722392189;5.131176596;7.136239937;3.975298588;4.810859561;41.89512231;18.95119122;27.60901403;31.80214159;20.95898107;18.95119122;27.37540589;16.28785869
123;0;32.72795611;26.29432949;5.972432675;3.432882235;4.794016774;4.941744404;4.856790357;5.972432675;15.39003963;20.47720262;21.06508066;22.90391038;27.37534894;20.47720262;27.10330095;18.22713262
124;1;11.46202309;25.8571639;6.208051695;4.98185266;6.219245522;6.084863035;4.015912609;6.208051695;27.99476002;15.85081361;33.11864048;27.56813881;32.59696816;15.85081361;35.15481343;17.68290305
125;1;33.39769536;25.67944858;5.130951096;4.305756956;5.069689156;5.508720427;4.828106287;5.130951096;21.31520262;11.13694749;26.46404721;26.50989676;20.50276775;11.13694749;18.81848537;17.13581562
126;2;23.51931553;38.87113593;5.768391395;4.635636021;5.96881763;5.386195191;3.514699458;5.768391395;19.98030051;13.84520493;14.24465125;24.84506691;30.87534124;13.84520493;31.34165536;16.25231137
127;0;31.53455813;21.85796857;6.725073802;2.465129622;5.683353118;3.729193092;4.514478265;6.725073802;4.87608299;29.64289816;28.52088938;21.32576716;32.5649762;29.64289816;34.62621217;17.27814082
128;0;34.85094089;14.06707923;5.603737381;3.422544844;4.518796884;5.10080343;4.742832573;5.603737381;16.9873975;30.15165285;32.65736492;31.7275795;23.01721338;30.15165285;23.79390929;14.99570758
129;2;6.156930921;17.02826106;5.10508623;5.806704418;5.646330877;7.118862123;3.570643703;5.10508623;41.64739979;38.90069758;35.07954544;30.73330351;20.73021632;38.90069758;23.96535516;16.16066718
130;0;36.13527819;22.86227636;5.45283721;3.661164896;5.112407126;4.800717197;4.296553939;5.45283721;14.01608748;25.66187958;25.46689376;26.43922925;37.77020859;25.66187958;27.90950358;17.62897017
131;0;25.11612523;22.07140274;5.141581172;4.640179052;5.092629057;5.847925303;5.112662316;5.141581172;25.16743222;37.7039744;23.92262494;16.62700874;20.35282007;37.7039744;28.63094913;17.75981619
132;2;22.31430581;5.016668308;3.021308223;5.743584707;4.066400829;7.378229566;2.957778441;3.021308223;45.40747339;38.46812033;42.07244742;27.28684225;20.70963984;38.46812033;21.25386727;19.03300806
133;1;31.56998434;37.2465384;5.93519709;3.857434035;6.182965622;4.204721053;4.440168996;5.93519709;8.648881004;20.39298964;14.79536342;34.49872248;29.50698905;20.39298964;20.94655565;18.04665026
134;2;24.72719603;39.78100545;5.319168701;4.874866051;5.899115414;5.539561868;4.899103774;5.319168701;21.65594756;18.09677897;11.41535517;22.92106654;29.30332994;18.09677897;35.95221104;17.884858
135;2;17.84125451;13.26643186;4.672390339;5.297842979;4.197590198;7.049916077;4.012810579;4.672390339;40.67051857;34.52753052;33.01322602;25.99221241;30.896343;34.52753052;26.36486316;19.14573966
136;2;26.2494651;22.7110346;5.582777355;4.317251101;4.942560773;5.761959273;4.345279518;5.582777355;24.16937654;22.17772675;26.78481567;30.61028015;26.67389825;22.17772675;26.76313063;16.57031317
137;0;13.55381235;21.70221579;5.111808401;5.445812714;4.909935646;6.994032912;3.40758482;5.111808401;39.88569824;24.23939602;28.77606171;23.23575197;24.57220693;24.23939602;26.42395937;16.92004361
138;0;16.72459277;22.73553957;4.529595766;5.692637279;5.8891421;6.651692188;4.3143138;4.529595766;35.21421083;26.02001034;32.23282471;31.52376885;21.1060485;26.02001034;17.54803807;19.13352341
